timestamp,gps_altitude,altimeter_1_altitude,altimeter_2_altitude,estimated
673,197.117,59.3678,58.8765,60.1614
674,197.087,63.5866,58.8907,60.6737
675,197.057,61.8127,58.7385,60.751
676,197.027,62.1494,58.7717,60.8695
677,196.96,60.1303,58.7461,60.6144
678,196.93,61.7909,58.6113,60.6911
679,196.9,60.6145,58.6426,60.5517
680,196.871,60.5358,58.5743,60.4263
681,196.841,61.5841,58.6232,60.5119
682,196.811,62.141,58.5539,60.6665
683,196.803,62.0013,58.4938,60.756
684,196.773,60.0497,58.5708,60.4982
685,196.744,61.9257,58.3621,60.6038
686,196.715,59.7402,58.3603,60.3126
687,196.686,64.6366,58.2582,60.1519
688,196.657,62.1195,58.1002,60.3712
689,196.628,61.849,58.281,60.492
690,196.599,60.8203,58.1819,60.3912
691,196.571,62.0236,58.0874,60.5182
692,196.542,61.4245,58.0462,60.5074
693,196.513,58.3592,57.9884,59.9698
694,196.495,62.4052,58.0445,60.2557
695,196.467,59.4087,57.8876,59.951
696,196.438,59.0342,57.9523,59.6593
697,196.382,59.4203,57.9299,59.5003
698,196.353,62.9199,57.7981,59.9639
699,196.324,63.4189,57.8231,60.4048
700,196.295,62.758,57.7873,60.6265
701,196.266,60.592,57.7824,60.4273
702,196.237,59.8828,57.7062,60.1483
703,196.208,62.9065,57.6331,60.4432
704,196.186,58.7498,57.6335,59.9619
705,196.156,62.0925,57.7366,60.1697
706,196.127,59.3948,57.5428,59.8552
707,196.097,61.3017,57.5996,59.9429
708,196.067,61.9401,57.3873,60.1023
709,196.037,60.7485,57.5243,60.0318
710,196.007,60.1584,57.5164,59.8768
711,195.977,58.3231,57.2881,59.4289
712,195.947,60.9251,57.0479,59.5104
713,195.917,56.909,57.2473,58.905
714,195.887,60.0692,57.1324,58.9705
715,195.863,57.7482,57.1784,58.6295
716,195.833,60.7486,57.1099,58.8736
717,195.781,60.3871,57.0393,58.9935
718,195.75,59.9089,56.9776,58.9992
719,195.72,63.3525,57.0587,58.8254
720,195.689,59.2576,56.8109,58.7382
721,195.658,60.8071,56.8501,58.9607
722,195.627,60.0065,56.8507,58.9817
723,195.596,63.8671,56.7512,58.7759
724,195.565,58.3555,56.6738,58.5152
725,195.543,60.6147,56.706,58.7495
726,195.512,59.1709,56.6565,58.659
727,195.481,59.13,56.6173,58.5819
728,195.449,59.0868,56.5088,58.5082
729,195.418,58.5912,56.4845,58.3657
730,195.388,61.5224,56.4412,58.7548
731,195.357,59.0318,56.4216,58.6253
732,195.326,62.0714,56.387,59.0413
733,195.295,59.1034,56.3067,58.848
734,195.264,59.8303,56.3681,58.8285
735,195.234,59.9651,56.1726,58.8218
736,195.214,61.7285,56.3392,59.129
737,195.157,58.0466,56.2201,58.729
738,195.127,57.1172,56.1762,58.2618
739,195.096,59.0966,56.219,58.2443
740,195.066,60.6138,56.1158,58.481
741,195.036,61.3084,56.0275,58.7735
742,195.005,58.3096,56.1308,58.4953
743,194.975,60.35,56.0815,58.6256
744,194.944,58.3567,55.9737,58.3784
745,194.914,59.1006,55.9449,58.3136
746,194.902,58.1669,55.8637,58.0993
747,194.871,58.2879,55.8168,57.9525
748,194.841,60.8683,55.799,58.2776
749,194.81,61.438,55.7046,58.616
750,194.78,62.1557,55.6945,58.9961
751,194.749,58.3428,55.5801,58.6299
752,194.719,59.1933,55.7481,58.5071
753,194.688,58.4457,55.482,58.2661
754,194.657,59.9041,55.4442,58.3269
755,194.627,59.8466,55.4939,58.3674
756,194.596,58.4205,55.2785,58.1397
757,194.556,60.7049,55.1559,58.3447
758,194.542,59.0386,55.3149,58.2304
759,194.511,61.3231,55.2542,58.5267
760,194.48,58.9068,55.256,58.3427
761,194.449,60.7107,55.2591,58.5089
762,194.417,60.0947,55.1501,58.5231
763,194.386,60.3234,55.0595,58.5661
764,194.354,57.4825,55.0618,58.1162
765,194.323,56.4169,54.9902,57.5857
766,194.291,55.8429,54.8526,57.0721
767,194.259,60.6082,54.9221,57.4949
768,194.245,60.5464,54.9584,57.8105
769,194.213,56.2004,54.8718,57.3068
770,194.181,59.3821,54.866,57.4621
771,194.149,57.7353,54.8076,57.2967
772,194.116,57.667,54.7242,57.1525
773,194.084,59.1044,54.8143,57.2935
774,194.051,61.0318,54.7466,57.7241
775,194.018,60.3723,54.6252,57.9321
776,193.985,58.8952,54.556,57.8351
777,193.918,58.9601,54.4059,57.7606
778,193.9,57.5517,54.6016,57.4791
779,193.866,57.8704,54.5313,57.3129
780,193.833,59.9942,54.4905,57.5438
781,193.799,58.2286,54.5153,57.4223
782,193.766,58.0574,54.5304,57.3015
783,193.732,60.5234,54.5135,57.6272
784,193.698,58.2839,54.4301,57.4895
785,193.664,55.18,54.5551,56.8661
786,193.631,56.6723,54.4472,56.635
787,193.596,57.3265,54.201,56.5512
788,193.571,58.8593,54.3297,56.7576
789,193.537,57.8695,54.2921,56.7446
790,193.502,57.5248,54.1854,56.6682
791,193.468,57.908,54.2223,56.6779
792,193.433,59.4001,54.1835,56.9362
793,193.398,55.9718,54.1513,56.5488
794,193.363,56.0523,54.0461,56.2585
795,193.328,57.4178,54.0989,56.2728
796,193.293,57.7357,54.1084,56.3388
797,193.23,57.8444,54.0602,56.4043
798,193.194,58.447,54.1239,56.562
799,193.177,56.4402,54.0002,56.3322
800,193.141,55.6491,53.9948,56.0219
801,193.105,57.9241,54.0232,56.1737
802,193.069,55.3175,54.0128,55.8462
803,193.033,58.0823,53.8795,56.0559
804,192.997,55.3624,54.0073,55.7639
805,192.96,55.3492,53.9335,55.5331
806,192.924,56.9391,53.8717,55.6225
807,192.887,57.458,53.7759,55.7721
808,192.85,58.1282,53.8143,56.0036
809,192.834,55.9495,53.8789,55.8155
810,192.796,57.2969,53.7669,55.8925
811,192.759,55.2706,53.8727,55.6151
812,192.722,57.0508,53.7045,55.6932
813,192.684,55.5634,53.7301,55.5023
814,192.647,56.3089,53.7328,55.4836
815,192.609,56.5975,53.6658,55.5136
816,192.571,57.4746,53.6547,55.685
817,192.489,56.7267,53.6096,55.6858
818,192.451,55.7035,53.4886,55.5037
819,192.413,55.3279,53.6032,55.3095
820,192.39,56.4987,53.5066,55.353
821,192.351,56.429,53.484,55.373
822,192.313,55.6749,53.4026,55.2543
823,192.274,57.0265,53.5015,55.401
824,192.235,55.6092,53.4218,55.2665
825,192.197,57.0222,53.2673,55.3925
826,192.158,55.3474,53.2968,55.2066
827,192.12,56.1156,53.3462,55.1991
828,192.082,58.6228,53.1799,55.6072
829,192.044,56.6118,53.2012,55.5794
830,192.003,59.8385,53.1909,55.3416
831,191.965,54.4889,53.0797,54.971
832,191.927,57.3318,53.0501,55.222
833,191.89,57.6546,53.2941,55.4805
834,191.852,56.3774,53.1955,55.4431
835,191.815,57.4725,53.0538,55.5928
836,191.778,57.4549,53.0401,55.7021
837,191.698,59.0146,53.0947,56.0558
838,191.661,55.5303,53.0899,55.7315
839,191.624,56.369,52.9826,55.6187
840,191.588,57.0132,52.9783,55.642
841,191.557,56.9693,53.0812,55.6603
842,191.521,57.5096,52.9156,55.7538
843,191.485,57.7835,52.9562,55.8751
844,191.449,55.3175,52.9145,55.5457
845,191.414,57.335,52.8778,55.6341
846,191.379,57.2789,52.9943,55.7012
847,191.344,56.0601,52.83,55.5331
848,191.31,54.3861,52.8481,55.1215
849,191.275,54.6471,52.9591,54.8598
850,191.241,57.5042,52.9481,55.1447
851,191.216,54.8751,52.9971,54.9196
852,191.183,58.3999,52.9211,55.3411
853,191.15,53.5245,52.8633,54.8306
854,191.117,56.9455,53.0984,55.0397
855,191.085,54.1239,52.9291,54.7075
856,191.053,54.5891,52.9441,54.5339
857,191.001,55.6187,53.0491,54.5843
858,190.97,56.7913,53.2807,54.84
859,190.939,57.3505,53.2925,55.1318
860,190.909,55.3682,53.2693,55.0164
861,190.883,57.506,53.2774,55.2923
862,190.853,54.9423,53.3365,55.0723
863,190.824,55.4533,53.3827,54.9945
864,190.795,55.3512,53.3979,54.919
865,190.767,54.6263,53.4466,54.742
866,190.738,54.8796,53.3684,54.644
867,190.711,54.3342,53.4046,54.4793
868,190.683,57.3048,53.2816,54.8493
869,190.656,57.343,53.3129,55.1413
870,190.63,58.988,53.6014,55.6662
871,190.604,56.8083,53.453,55.6861
872,190.589,56.5376,53.4164,55.6525
873,190.564,55.5209,53.5924,55.4675
874,190.538,56.8645,53.7875,55.5692
875,190.514,56.1795,53.8228,55.5333
876,190.489,57.2605,53.7235,55.6822
877,190.422,59.2771,53.7168,56.1384
878,190.398,56.1826,53.9117,55.9761
879,190.375,56.0747,53.8127,55.8262
880,190.352,56.0501,53.9377,55.7168
881,190.329,56.0311,54.0101,55.6355
882,190.307,56.0098,53.9649,55.5664
883,190.284,55.9899,54.0446,55.5163
884,190.262,59.0551,54.119,56.0047
885,190.24,56.8651,54.0974,56.0044
886,190.218,56.8938,54.2091,56.0175
887,190.196,56.9093,54.3904,56.0439
888,190.175,56.8999,54.3814,56.0618
889,190.153,56.135,54.4159,55.9481
890,190.132,56.126,54.5633,55.8708
891,190.11,56.6031,54.5238,55.8899
892,190.084,59.5152,54.5112,56.3985
893,190.063,56.5419,54.4648,56.2786
894,190.043,57.1321,54.4483,56.286
895,190.022,57.0767,54.3954,56.2782
896,190.002,57.0542,54.9395,56.3095
897,189.959,56.455,54.9894,56.2353
898,189.939,55.258,55.0943,55.9831
899,189.919,55.2005,54.898,55.7656
900,189.899,55.1659,55.0352,55.6038
901,189.879,55.1068,54.8048,55.4527
902,189.858,57.529,54.7559,55.7453
903,189.842,55.7273,54.994,55.6809
904,189.822,53.2593,54.7248,55.1918
905,189.802,55.3333,54.6744,55.1667
906,189.782,55.2887,54.6303,55.1367
907,189.761,55.8503,54.4697,55.1972
908,189.741,57.4034,54.4253,55.5043
909,189.721,56.9234,54.288,55.6472
910,189.701,58.7707,54.112,56.0573
911,189.68,53.709,54.1543,55.5138
912,189.66,54.8837,54.0667,55.2912
913,189.649,53.2163,53.8143,54.8187
914,189.629,53.1517,53.9347,54.4555
915,189.609,57.3925,53.8273,54.8908
916,189.589,56.1311,53.8192,55.0088
917,189.549,56.0863,53.5911,55.0743
918,189.529,54.3501,53.6348,54.8328
919,189.509,54.3064,53.5033,54.6309
920,189.489,54.0902,53.2963,54.4242
921,189.469,55.3606,53.5416,54.5009
922,189.45,55.6246,53.3521,54.5903
923,189.437,56.2823,53.1482,54.7552
924,189.417,52.2584,53.2165,54.2027
925,189.398,53.1522,53.224,53.9329
926,189.378,54.2195,53.152,53.9028
927,189.359,55.0103,53.124,54.0124
928,189.34,55.9028,53.0412,54.2419
929,189.321,54.0207,53.0598,54.0991
930,189.302,53.4902,52.9349,53.8905
931,189.283,55.0377,52.7635,53.9814
932,189.264,54.8155,52.7177,54.0098
933,189.246,52.4714,52.59,53.6238
934,189.224,51.5205,52.619,53.1694
935,189.205,52.7473,52.4788,53.0201
936,189.187,53.2328,52.349,52.9791
937,189.149,55.4694,52.5052,53.34
938,189.131,54.0436,52.2786,53.3569
939,189.114,50.0655,52.128,52.6826
940,189.096,53.1624,52.2575,52.7034
941,189.079,53.1151,51.9043,52.685
942,189.062,51.9675,51.9911,52.4828
943,189.045,53.8387,51.8283,52.6344
944,189.026,49.6316,51.8142,52.0344
945,189.009,54.4771,51.6687,52.3887
946,188.993,52.47,51.5602,52.3107
947,188.977,50.9256,51.4193,51.9783
948,188.961,53.4483,51.4976,52.1592
949,188.945,53.4685,51.5581,52.306
950,188.93,53.911,51.2891,52.4736
951,188.914,51.4801,51.2298,52.1844
952,188.899,52.3512,51.1001,52.1019
953,188.884,52.392,51.0711,52.044
954,188.869,52.905,51.0923,52.0888
955,188.853,52.8919,51.0952,52.1216
956,188.838,53.438,51.0094,52.2333
957,188.806,51.1088,50.898,51.9148
958,188.792,51.6125,50.9333,51.7599
959,188.778,53.7863,50.6706,51.9915
960,188.764,51.8725,50.6467,51.8419
961,188.75,51.0704,50.7502,51.5994
962,188.737,51.0626,50.6097,51.4024
963,188.723,51.084,50.6074,51.2556
964,188.71,50.4363,50.5534,51.0297
965,188.697,52.9982,50.5679,51.2939
966,188.684,50.4529,50.4294,51.0533
967,188.671,50.9242,50.5099,50.956
968,188.658,54.4969,50.3157,51.4747
969,188.646,51.6643,50.3432,51.3923
970,188.634,49.4715,50.3157,50.9549
971,188.622,50.7001,50.3014,50.8287
972,188.61,54.0703,50.3645,51.3102
973,188.599,51.0981,50.3396,51.1717
974,188.587,49.3408,50.2243,50.7588
975,188.576,51.6029,50.172,50.8241
976,188.565,50.4891,50.0825,50.6784
977,188.532,51.8894,50.1455,50.8102
978,188.521,51.4207,50.1301,50.8305
979,188.511,52.631,50.1829,51.0563
980,188.5,50.9788,50.087,50.9412
981,188.49,52.0922,50.027,51.0384
982,188.479,50.7872,50.0125,50.8901
983,188.469,49.2375,50.0278,50.5149
984,188.459,50.289,49.9133,50.3984
985,188.449,50.2773,49.8469,50.3028
986,188.446,51.7903,49.9195,50.4928
987,188.437,50.4528,49.9207,50.4113
988,188.427,53.0975,49.8568,50.7941
989,188.418,52.4562,0,51.0699
990,188.409,52.3055,49.8476,51.1691
991,188.4,50.6677,49.8146,50.9536
992,188.391,52.8303,49.9028,51.1722
993,188.382,50.4295,49.8503,50.9217
994,188.373,52.2213,49.7947,51.0336
995,188.364,49.8433,49.8668,50.7191
996,188.355,52.2315,49.7887,50.8802
997,188.319,49.9143,49.9221,50.6193
998,188.304,50.6013,49.7633,50.5252
999,188.296,52.144,49.8804,50.7247
1000,188.287,51.3959,49.7434,50.7401
1001,188.279,50.9371,49.6917,50.6703
1002,188.271,52.1147,49.7577,50.8224
1003,188.262,52.1164,49.7201,50.9364
1004,188.254,51.036,49.8306,50.8487
1005,188.246,50.7665,49.7803,50.7322
1006,188.238,52.1796,49.8018,50.8853
1007,188.23,50.0509,49.7615,50.6378
1008,188.234,51.6928,49.8955,50.738
1009,188.226,51.0854,49.8823,50.7107
1010,188.218,52.9504,49.7498,50.9971
1011,188.211,47.6967,49.8974,50.3346
1012,188.203,53.7369,49.8533,50.8516
1013,188.195,53.7143,49.6609,51.2288
1014,188.187,50.004,49.8248,50.8993
1015,188.179,50.4564,49.8568,50.7268
1016,188.171,50.8683,49.8331,50.6634
1017,188.141,50.2359,49.7225,50.4993
1018,188.134,49.944,49.6485,50.319
1019,188.126,52.4199,49.9017,50.6213
1020,188.118,50.6217,0,50.5999
1021,188.11,50.5967,50.0608,50.5372
1022,188.102,49.1306,49.9228,50.2239
1023,188.094,52.7098,49.9382,50.6082
1024,188.086,52.6551,49.8443,50.8823
1025,188.078,52.4926,49.9158,51.0683
1026,188.07,49.3898,49.972,50.6853
1027,188.062,52.3328,49.8727,50.8869
1028,188.054,49.5299,49.8715,50.564
1029,188.05,51.9648,49.9466,50.7374
1030,188.042,52.5927,49.9372,50.9761
1031,188.034,49.2629,50.0007,50.5976
1032,188.026,50.0783,49.954,50.4434
1033,188.018,50.8377,49.8274,50.4453
1034,188.01,50.8576,49.8469,50.4519
1035,188.002,51.1548,49.8323,50.5066
1036,187.994,51.8412,49.7712,50.6607
1037,187.966,51.8808,50.0584,50.8071
1038,187.958,52.1612,49.832,50.9499
1039,187.946,51.7436,49.9348,50.9961
1040,187.938,48.7926,49.8921,50.5267
1041,187.931,53.7377,49.8747,51.0072
1042,187.923,52.8369,49.738,51.2113
1043,187.915,51.705,49.8227,51.1816
1044,187.907,50.9545,49.8217,51.0313
1045,187.899,50.9216,49.757,50.9061
1046,187.891,50.0923,49.8578,50.6771
1047,187.883,49.8989,49.7347,50.46
1048,187.875,52.2734,49.5749,50.6857
1049,187.867,51.3149,49.7663,50.71
1050,187.862,52.5718,49.7477,50.941
1051,187.853,48.9867,49.7219,50.5065
1052,187.845,52.0106,49.6636,50.684
1053,187.837,48.2739,49.6817,50.1861
1054,187.828,53.068,49.8061,50.6299
1055,187.82,50.3634,49.7691,50.5069
1056,187.812,51.2956,49.6064,50.5592
1057,187.783,50.1445,49.6597,50.4078
1058,187.775,50.6,49.7713,50.378
1059,187.766,50.5901,49.8162,50.3571
1060,187.772,50.9929,49.9459,50.4196
1061,187.763,52.8778,49.7531,50.7734
1062,187.754,49.9798,49.8393,50.5581
1063,187.745,53.9949,49.9206,51.0822
1064,187.736,51.6322,50.0645,51.0923
1065,187.727,51.7667,49.9889,51.1173
1066,187.718,51.7289,50.0225,51.1326
1067,187.708,50.5114,50.1297,50.9456
1068,187.699,52.417,0,51.208
1069,187.689,49.1747,50.1474,50.7575
1070,187.679,51.6799,50.1555,50.8627
1071,187.681,48.7357,50.1896,50.4357
1072,187.671,51.9413,50.1847,50.6626
1073,187.661,47.5779,50.2507,50.0944
1074,187.65,53.2249,50.4045,50.6362
1075,187.64,48.9478,50.206,50.3064
1076,187.629,50.2152,50.3705,50.2828
1077,187.593,50.1953,50.3273,50.2582
1078,187.582,51.5082,50.5066,50.4764
1079,187.571,52.4701,50.4133,50.7999
1080,187.56,47.4842,50.4722,50.2042
1081,187.552,47.4747,50.4155,49.7429
1082,187.541,49.1717,50.6147,49.694
1083,187.529,49.1644,50.7622,49.6666
1084,187.517,49.5967,50.7366,49.7176
1085,187.505,51.8499,50.7334,50.1395
1086,187.493,51.8269,50.5714,50.4462
1087,187.481,51.6565,50.7265,50.6636
1088,187.469,50.7891,50.9441,50.699
1089,187.457,49.7216,50.8527,50.5378
1090,187.444,49.7068,51.1009,50.4308
1091,187.432,49.8706,51.0633,50.3742
1092,187.427,52.1391,50.7762,50.6949
1093,187.414,52.1362,50.9051,50.9495
1094,187.402,50.626,50.8892,50.8863
1095,187.389,51.5201,50.8001,50.9833
1096,187.377,49.4237,50.8486,50.7049
1097,187.336,49.5353,50.6426,50.4954
1098,187.323,51.4784,50.4947,50.6545
1099,187.31,51.4695,50.5169,50.7764
1100,187.298,50.2202,50.4061,50.6489
1101,187.285,50.2124,50.344,50.5455
1102,187.28,48.0077,50.4092,50.0967
1103,187.267,51.9933,50.3124,50.4238
1104,187.254,50.4246,50.3084,50.4071
1105,187.241,50.4241,50.1762,50.3843
1106,187.227,50.762,50.1268,50.4208
1107,187.214,51.2275,50.1818,50.532
1108,187.201,51.8351,49.9764,50.705
1109,187.187,50.0099,49.8627,50.5184
1110,187.174,49.9911,49.8595,50.3724
1111,187.16,47.3095,49.8878,49.8072
1112,187.146,52.1606,49.7147,50.1867
1113,187.147,49.7227,49.862,50.0737
1114,187.134,50.2119,49.4689,50.0409
1115,187.119,48.1285,49.4675,49.6618
1116,187.105,51.9428,49.3736,50.0133
1117,187.084,52.7486,49.2894,50.4128
1118,187.07,51.4826,49.2927,50.5035
1119,187.055,51.8399,49.1938,50.6262
1120,187.041,49.0377,49.2853,50.2507
1121,187.026,52.3277,49.1795,50.5149
1122,187.011,49.1269,49.0108,50.1602
1123,187.016,49.3542,49.13,49.9367
1124,187.001,48.9992,49.1229,49.705
1125,186.986,51.6025,48.9903,49.9605
1126,186.971,50.4464,48.8159,49.9464
1127,186.956,48.2714,48.982,49.5785
1128,186.941,48.2621,48.849,49.2858
1129,186.925,48.4688,48.901,49.1012
1130,186.91,49.9346,48.7464,49.1978
1131,186.895,48.9562,48.7094,49.1027
1132,186.88,51.171,48.6501,49.4023
1133,186.865,49.6038,48.5634,49.3586
1134,186.863,50.7252,48.6071,49.5194
1135,186.848,51.3209,48.4716,49.7335
1136,186.833,50.959,48.4193,49.8319
1137,186.822,50.2055,48.5126,49.7863
1138,186.807,49.5903,48.429,49.6406
1139,186.791,51.1244,48.3637,49.7852
1140,186.776,49.1283,48.2214,49.5459
1141,186.76,51.3564,48.2591,49.7446
1142,186.745,49.3976,48.2684,49.5644
1143,186.729,48.0291,48.3594,49.2011
1144,186.723,48.9599,48.1612,49.0666
1145,186.707,49.1187,48.1972,48.9938
1146,186.691,48.6284,48.0679,48.8451
1147,186.675,49.6546,48.1114,48.9094
1148,186.66,52.4579,48.1966,49.4418
1149,186.644,46.9092,48.0531,48.8951
1150,186.628,51.1998,47.9749,49.2006
1151,186.612,46.8892,48.0177,48.7049
1152,186.596,50.3621,47.9128,48.9085
1153,186.58,48.7744,47.8609,48.7906
1154,186.562,51.1214,47.9888,49.1093
1155,186.546,49.3096,47.8743,49.0366
1156,186.529,47.4348,47.9032,48.6647
1157,186.517,51.2751,47.8594,49.03
1158,186.501,49.2689,47.8869,48.9706
1159,186.484,51.1855,47.785,49.2434
1160,186.468,47.4864,47.8012,48.8247
1161,186.452,49.3062,47.6712,48.8042
1162,186.436,45.8245,47.6286,48.1937
1163,186.419,50.358,47.8248,48.5125
1164,186.403,46.6193,47.5635,48.1013
1165,186.38,49.3974,47.5398,48.2576
1166,186.364,46.1145,47.6649,47.8288
1167,186.347,49.4709,47.598,48.0666
1168,186.331,49.4602,47.7182,48.2561
1169,186.314,48.8371,47.5323,48.2813
1170,186.298,48.8241,47.4277,48.2907
1171,186.282,48.968,47.479,48.3264
1172,186.265,48.2343,47.3979,48.2232
1173,186.249,48.6129,47.4231,48.2107
1174,186.233,47.8806,47.3511,48.0716
1175,186.223,47.6318,47.3708,47.9246
1176,186.206,48.9354,47.4693,48.0415
1177,186.171,49.6768,47.3501,48.2481
1178,186.155,47.5211,47.3292,48.0384
1179,186.139,48.892,47.3942,48.1162
1180,186.123,47.4953,47.2726,47.9294
1181,186.107,49.4729,47.0831,48.1086
1182,186.091,48.8943,47.3035,48.1641
1183,186.075,47.0035,47.3802,47.8913
1184,186.06,48.0023,47.1643,47.8363
1185,186.04,51.0206,47.2754,48.316
1186,186.024,48.6848,47.3387,48.2908
1187,186.008,46.0339,47.2649,47.8155
1188,185.993,47.2559,47.1481,47.6512
1189,185.977,48.7498,47.1257,47.778
1190,185.962,48.7661,47.1646,47.881
1191,185.947,47.476,0,47.7877
1192,185.931,50.4974,47.2005,48.2058
1193,185.916,47.7549,47.0925,48.0272
1194,185.901,48.2074,47.0515,47.9683
1195,185.886,50.0607,47.1634,48.2503
1196,185.867,47.626,47.0478,48.0398
1197,185.848,48.4891,47.0169,48.0244
1198,185.833,49.2828,47.085,48.1531
1199,185.818,50.3804,47.1654,48.4444
1200,185.804,46.8759,46.8605,48.0481
1201,185.789,45.1652,46.9772,47.4632
1202,185.774,47.9733,46.8163,47.4816
1203,185.759,47.8267,46.7703,47.4675
1204,185.745,48.4742,46.8467,47.5728
1205,185.73,45.861,46.8403,47.2089
1206,185.713,48.0403,46.8602,47.3028
1207,185.698,48.3447,46.7099,47.4153
1208,185.683,46.7201,46.7201,47.2262
1209,185.669,48.7646,46.8059,47.4359
1210,185.654,48.7734,46.7141,47.591
1211,185.639,50.2744,46.773,47.9695
1212,185.625,50.467,46.6411,48.2818
1213,185.61,46.9807,46.6799,47.9312
1214,185.595,47.7962,46.7162,47.8045
1215,185.581,48.2086,46.7351,47.7794
1216,185.566,50.2644,46.777,48.1129
1217,185.55,48.0393,46.6272,47.9786
1218,185.536,47.3696,46.6442,47.7635
1219,185.521,46.5674,46.6214,47.461
1220,185.507,45.494,46.5591,47.0428
1221,185.492,50.8301,46.4455,47.6217
1222,185.477,47.7368,46.417,47.5366
1223,185.462,49.5389,46.5126,47.7853
1224,185.447,47.1662,46.3558,47.5605
1225,185.432,48.6373,46.3907,47.6414
1226,185.416,47.8135,46.2544,47.5532
1227,185.394,48.922,46.3743,47.6834
1228,185.379,48.2256,46.2961,47.6588
1229,185.363,47.6406,46.3978,47.5484
1230,185.347,48.0895,46.3689,47.5383
1231,185.331,44.7085,46.3136,46.9519
1232,185.315,49.1677,46.2213,47.2546
1233,185.299,45.0164,46.1426,46.7748
1234,185.283,47.4546,46.2132,46.8279
1235,185.267,45.7329,46.2419,46.5783
1236,185.25,47.0383,46.1288,46.601
1237,185.224,48.3613,46.2337,46.8515
1238,185.208,47.2313,46.1988,46.8486
1239,185.191,49.3167,46.1957,47.2009
1240,185.174,46.4944,46.1093,46.9842
1241,185.157,47.95,46.0624,47.0626
1242,185.14,44.4849,46.1024,46.5368
1243,185.123,47.8518,46.1955,46.7143
1244,185.105,45.8855,46.2013,46.5165
1245,185.088,46.8154,46.0604,46.5129
1246,185.07,46.2508,46.1122,46.4184
1247,185.052,49.1684,46.1164,46.8426
1248,185.042,48.4476,45.9965,47.0357
1249,185.024,46.0645,45.9796,46.7772
1250,185.006,48.3827,46.0074,46.9758
1251,184.988,45.0236,46.0497,46.5602
1252,184.97,47.8089,46.0344,46.7148
1253,184.952,47.7994,45.87,46.8193
1254,184.934,46.707,45.7964,46.7081
1255,184.917,46.2917,45.7977,46.5528
1256,184.899,47.942,45.7119,46.7083
1257,184.882,48.2699,45.7231,46.884
1258,184.842,44.9979,45.6999,46.4607
1259,184.827,49.5476,45.5746,46.901
1260,184.81,45.3695,45.6086,46.5304
1261,184.793,46.2827,45.6042,46.402
1262,184.776,47.0479,45.4525,46.4227
1263,184.759,48.108,45.3722,46.6128
1264,184.742,45.4925,45.4309,46.3183
1265,184.726,48.3748,45.3473,46.577
1266,184.709,47.2516,45.2724,46.5784
1267,184.693,45.5998,45.1685,46.291
1268,184.677,46.6189,45.1097,46.2403
1269,184.667,46.1018,45.1777,46.119
1270,184.651,46.3097,45.2163,46.0647
1271,184.635,46.5229,45.1058,46.0514
1272,184.619,48.0927,45.0737,46.3058
1273,184.603,46.5563,45.0539,46.2379
1274,184.588,45.4272,44.9649,45.9876
1275,184.572,46.377,44.9816,45.9592
1276,184.557,46.2408,44.9531,45.9123
1277,184.535,48.2567,44.9001,46.2155
1278,184.519,46.3747,44.9004,46.1276
1279,184.503,47.8556,44.866,46.3098
1280,184.488,43.9696,44.781,45.7823
1281,184.473,46.6164,44.7836,45.8293
1282,184.458,46.2058,44.6663,45.7868
1283,184.443,46.8736,44.6054,45.8635
1284,184.428,44.7255,44.5552,45.5535
1285,184.414,45.8555,44.5305,45.5068
1286,184.399,42.8567,44.4686,44.9571
1287,184.385,44.7816,44.3473,44.855
1288,184.37,46.6548,44.3827,45.0984
1289,184.358,46.6262,44.3916,45.2807
1290,184.344,45.2764,44.2677,45.1816
1291,184.329,45.4374,44.1798,45.1268
1292,184.315,47.6687,44.269,45.4713
1293,184.301,44.2022,44.1479,45.1366
1294,184.287,44.91,44.1181,44.999
1295,184.273,45.9517,44.1498,45.0735
1296,184.258,45.9977,44.0408,45.1304
1297,184.241,45.9816,43.9387,45.1638
1298,184.227,45.9623,43.8966,45.1831
1299,184.213,44.6785,43.9716,44.9856
1300,184.194,44.355,43.8036,44.7672
1301,184.18,46.1472,43.84,44.9079
1302,184.166,45.078,43.6645,44.8207
1303,184.152,45.4627,43.6139,44.816
1304,184.139,43.2197,43.5925,44.4298
1305,184.125,45.1934,43.4691,44.461
1306,184.111,44.2692,43.5859,44.3369
1307,184.098,44.8584,43.4683,44.3336
1308,184.084,44.9297,43.4003,44.3384
1309,184.07,43.4858,43.3771,44.0953
1310,184.065,42.9931,43.2959,43.8198
1311,184.051,43.6118,43.3012,43.7152
1312,184.038,44.1134,43.1509,43.7094
1313,184.025,44.799,43.1767,43.824
1314,184.011,44.2617,43.0821,43.8135
1315,183.998,43.2869,43.0618,43.6386
1316,183.985,41.7843,43.0027,43.2454
1317,183.97,41.927,42.9127,42.9626
1318,183.957,45.736,42.8335,43.0854
1319,183.943,45.3972,42.8516,43.1195
1320,183.93,43.8154,42.7986,42.8914
1321,183.916,44.402,42.7719,42.8123
1322,183.903,42.2424,42.6073,42.4063
1323,183.89,44.772,42.6446,42.4986
1324,183.877,41.0253,42.5164,41.9782
1325,183.864,44.2113,42.549,42.0849
1326,183.851,41.968,42.4964,41.814
1327,183.838,44.6086,42.3854,42.0123
1328,183.826,42.1199,42.3687,41.7745
1329,183.813,40.5172,42.2911,41.3436
1330,183.8,43.8339,42.277,41.5333
